c00130_GL_R17_..	antismash	cytotoxic	Polyketide	GL_R17_GL16_UP_1_G1
sequence_id	detector	product_activity	product_class	bin
c00136_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c00567_GL_R17_..	deepbgc	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c00567_GL_R17_..	deepbgc	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c00567_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c00838_GL_R17_..	deepbgc	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c00838_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c00944_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c01237_GL_R17_..	deepbgc	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
c01237_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_G4.1
sequence_id	detector	product_activity	product_class	bin
c00043_GL_R17_..	deepbgc	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c00043_GL_R17_..	antismash	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c00386_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_G5
c00386_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_G5
c00470_GL_R17_..	deepbgc	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c00470_GL_R17_..	antismash	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c00901_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_G5
c00901_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_G5
c00959_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_G5
c00959_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_G5
c00993_GL_R17_..	deepbgc	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c00993_GL_R17_..	antismash	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c01198_GL_R17_..	deepbgc	antibacterial	Terpene	GL_R17_GL16_UP_1_G5
c01198_GL_R17_..	antismash	antibacterial	Terpene	GL_R17_GL16_UP_1_G5
c01487_GL_R17_..	deepbgc	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
c01487_GL_R17_..	antismash	antibacterial	RiPP	GL_R17_GL16_UP_1_G5
sequence_id	detector	product_activity	product_class	bin
c00062_GL_R17_..	deepbgc			GL_R17_GL16_UP_1_G6
c00062_GL_R17_..	antismash			GL_R17_GL16_UP_1_G6
c00362_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_G6
c00362_GL_R17_..	antismash		Terpene	GL_R17_GL16_UP_1_G6
c01546_GL_R17_..	deepbgc			GL_R17_GL16_UP_1_G6
c01546_GL_R17_..	antismash			GL_R17_GL16_UP_1_G6
c01631_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_G6
c01631_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_G6
c01641_GL_R17_..	deepbgc		Polyketide	GL_R17_GL16_UP_1_G6
c01641_GL_R17_..	antismash		Polyketide	GL_R17_GL16_UP_1_G6
c01647_GL_R17_..	deepbgc	antibacterial	RiPP	GL_R17_GL16_UP_1_G6
c01647_GL_R17_..	antismash	antibacterial	RiPP	GL_R17_GL16_UP_1_G6
sequence_id	detector	product_activity	product_class	bin
c00047_GL_R17_..	deepbgc		Terpene	GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00047_GL_R17_..	antismash		Terpene	GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00063_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00063_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00156_GL_R17_..	deepbgc		Terpene	GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00156_GL_R17_..	antismash		Terpene	GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00317_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00317_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00395_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00416_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00416_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00651_GL_R17_..	deepbgc	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00651_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00763_GL_R17_..	deepbgc	antibacterial	Terpene	GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
c00763_GL_R17_..	antismash	antibacterial	Terpene	GL_R17_GL16_UP_1_maxbin_res.014.fasta_sub
sequence_id	detector	product_activity	product_class	bin
c00052_GL_R17_..	deepbgc	inhibitor	NRP	GL_R17_GL16_UP_1_maxbin_res.015.fasta_sub
c00052_GL_R17_..	antismash	inhibitor	NRP	GL_R17_GL16_UP_1_maxbin_res.015.fasta_sub
c00748_GL_R17_..	deepbgc	antibacterial	Polyketide	GL_R17_GL16_UP_1_maxbin_res.015.fasta_sub
c00748_GL_R17_..	antismash	antibacterial	Polyketide	GL_R17_GL16_UP_1_maxbin_res.015.fasta_sub
sequence_id	detector	product_activity	product_class	bin
c00197_GL_R17_..	deepbgc	antibacterial	NA	GL_R17_GL16_UP_1_maxbin_res.022.fasta_sub
c00197_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_maxbin_res.022.fasta_sub
c00245_GL_R17_..	deepbgc	antibacterial	NA	GL_R17_GL16_UP_1_maxbin_res.022.fasta_sub
c00245_GL_R17_..	antismash	antibacterial	NA	GL_R17_GL16_UP_1_maxbin_res.022.fasta_sub
sequence_id	detector	product_activity	product_class	bin
c00048_GL_R17_..	deepbgc	antibacterial	Saccharide-Terpene	GL_R17_GL16_UP_1_O3.2
c00048_GL_R17_..	antismash	antibacterial	Saccharide-Terpene	GL_R17_GL16_UP_1_O3.2
c00299_GL_R17_..	deepbgc			GL_R17_GL16_UP_1_O3.2
c00299_GL_R17_..	antismash			GL_R17_GL16_UP_1_O3.2
c01216_GL_R17_..	deepbgc	antibacterial	Terpene	GL_R17_GL16_UP_1_O3.2
c01216_GL_R17_..	antismash	antibacterial	Terpene	GL_R17_GL16_UP_1_O3.2
sequence_id	detector	product_activity	product_class	bin
